Número do processo;Número da licença;Tipo da licença;Situação;Data do protocolo;Data de emissão;Data de vencimento da licença;Texto da licença;Extrato da licença;Órgão responsável;Código da tipologia;Descrição da tipologia;Potencial poluidor;Porte do empreendimento;Nome do empreendedor;CPF/CNPJ do empreendedor;Logradouro do empreendedor;Número do endereço do empreendedor;Distrito do empreendedor;Município do empreendedor;CEP do empreendedor;UF do empreendedor;Nome do empreendimento;Classe do empreendimento;CPF/CNPJ do empreendimento;Logradouro do empreendimento;Número do endereço do empreendimento;Distrito do empreendimento;Município do empreendimento;CEP do empreendimento;UF do empreendimento;Outros municípios;Bacia hidrográfica;Rio;Latitude;Longitude
140036102;14004486;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2010-11-04;2011-05-31;2015-05-31;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22593400037;"UTENSÍLIOS DOMÉSTICOS DE ALUMÍNIO; PRODUÇÃO DE";3;N;;;;;;;;;INDÚSTRIA DE ALUMÍNIOS EIRILAR LTDA;;49.021.009/0001-78;AVENIDA MARGINAL DA RODOVIA EUCLIDES DA CUNHA;S/Nº ;;TANABI;15170000;SP;;81;;7716129;641102
140031704;14004850;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-11-17;2012-02-29;2017-02-28;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800015;POSTO DE COMBUSTÍVEL;0;N;;;;;;;;;COCENZO & CIA LTDA;;59.964.296/0001-03;RODOVIA WASHINGTON LUIZ;     ;;MIRASSOL;15130000;SP;;81;;7697574;660499
140031704;14007449;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-11-17;2016-11-03;2021-11-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800015;POSTO DE COMBUSTÍVEL;0;N;;;;;;;;;COCENZO & CIA LTDA;;59.964.296/0001-03;RODOVIA WASHINGTON LUIZ;     ;;MIRASSOL;15130000;SP;;81;;7697574;660499
140013801;14006028;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-03-16;2014-07-18;2016-07-18;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400005;"ÁLCOOL ETÍLICO DE CANA-DE-AÇÚCAR, HIDRATADO; FABRICAÇÃO DE";3;N;;;;;;;;;CENTRAL ENERGÉTICA MORENO DE MONTE APRAZÍVEL AÇÚCAR E ÁLCOOL LTDA;;04.171.382/0001-77;RODOVIA JOÃO PEDRO RESENDE;S/Nº ;;MONTE APRAZÍVEL;15150000;SP;;22;;7696425;628502
130039810;14007701;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-11-23;2017-04-28;2019-04-28;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;TIETÊ AGROINDUSTRIAL S.A.;;51.843.514/0096-00;RODOVIA BR-153;S/Nº ;;UBARANA;15225000;SP;;22;;7656131;629101
130039810;14005517;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-11-23;2013-06-16;2015-06-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;TIETÊ AGROINDUSTRIAL S.A.;;51.843.514/0096-00;RODOVIA BR-153;S/Nº ;;UBARANA;15225000;SP;;22;;7656131;629101
540017710;14005817;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-01-07;2013-11-06;2015-11-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA SANTA ISABEL S/A;;47.524.632/0008-94;RODOVIA  SP 304 - KM 472;S/N  ;;MENDONÇA;15220000;SP;;21;;7660384;644130
140028406;14005455;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-01-31;2013-04-04;2015-04-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;TEREOS AÇÚCAR E ENERGIA BRASIL S.A.;;47.080.619/0030-51;FAZENDA TANABI;S/Nº ;;TANABI;15170000;SP;;81;;7733303;652387
140019013;14006177;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-10-24;2014-07-17;2019-07-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800004;"COMBUSTÍVEIS E LUBRIFICANTES PARA VEÍCULOS; COMÉRCIO VAREJISTA";;N;;;;;;;;;AUTO POSTO SANTA LUIZA MENDONÇA LTDA;;51.022.317/0002-40;RUA SP 304;S/N  ;;MENDONÇA;15220000;SP;;21;;7659698;644718
150012601;15000980;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-03-09;2003-05-22;2006-05-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22311700002;"VIDROS DE SEGURANÇA (LAMINADO OU TEMPERADO); FABRICAÇÃO DE";3;S;;;;;;;;;LASI INDÚSTRIA E COMÉRCIO DE VIDROS DE SEGURANÇA EIRELI;;25.110.953/0001-33;RUA MECA;529  ;;GUARULHOS;7271030;SP;;2;;7462614;232739
10046884;15001002;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-06-06;2003-06-20;2005-06-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;RESIMAPI PRODUTOS QUIMICOS LTDA;;62.728.993/0003-31;AVENIDA OSAKA;800  ;;ARUJÁ;7411750;SP;;2;;7410614;361391
150060996;15001358;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-04-16;2005-02-22;2008-02-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22949299009;"PEÇAS E ACESSÓRIOS NÃO-ELETRICOS, N.E., PARA VEÍCULOS AUTOMOTORES; FAB";3;N;;;;;;;;;KOMATSU DO BRASIL LTDA.;;44.410.199/0002-82;AVENIDA GETÚLIO VARGAS;256  ;;ARUJÁ;7400000;SP;;2;;7411692;364272
150060996;15001176;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-04-16;2004-06-08;2007-06-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22949299009;"PEÇAS E ACESSÓRIOS NÃO-ELETRICOS, N.E., PARA VEÍCULOS AUTOMOTORES; FAB";3;N;;;;;;;;;KOMATSU DO BRASIL LTDA.;;44.410.199/0002-82;AVENIDA GETÚLIO VARGAS;256  ;;ARUJÁ;7400000;SP;;2;;7411692;364272
150088004;15001374;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-11-24;2005-03-10;2008-03-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21330800004;"TECIDOS DE MALHA DE MATÉRIAS TÊXTEIS NATURAIS, CIRCULAR; FABRICAÇÃO DE";0;N;;;;;;;;;CAMESA INDÚSTRIA TÊXTIL LTDA.;;43.672.716/0001-48;AVENIDA PAPA JOAO PAULO I;1229 ;;GUARULHOS;7170350;SP;;2;;7408000;354000
150088004;15002295;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-11-24;2006-06-27;2009-06-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21330800004;"TECIDOS DE MALHA DE MATÉRIAS TÊXTEIS NATURAIS, CIRCULAR; FABRICAÇÃO DE";0;N;;;;;;;;;CAMESA INDÚSTRIA TÊXTIL LTDA.;;43.672.716/0001-48;AVENIDA PAPA JOAO PAULO I;1229 ;;GUARULHOS;7170350;SP;;2;;7408000;354000
10378178;15002102;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-10-27;2006-03-29;2009-03-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22592602003;"ARTEFATOS DE TREFILADOS, N.E., - (EXCETO PRODUTOS PADRONIZADOS); PRODU";3;N;;;;;;;;;TUBOCERTO INDUSTRIA DE TREFILADOS LTDA;;60.879.301/0001-69;AVENIDA OSAKA;25   ;;ARUJÁ;7400000;SP;;2;;7410827;362098
150006085;15002527;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-12-14;2006-10-17;2009-10-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23240099003;"BRINQUEDOS DE QUALQUER MATERIAL, MECANIZADOS OU NÃO; FABRICAÇÃO DE";3;N;;;;;;;;;MAGIC TOYS DO BRASIL INDÚSTRIA E COMÉRCIO LTDA.;;74.638.651/0001-48;RUA JOÃO RANIERI;1375 ;;GUARULHOS;7177120;SP;;2;;7409467;357631
150061102;15002407;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-04-20;2006-08-16;2008-08-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24684299044;COMÉRCIO ATACADISTA DE OUTROS PRODUTOS QUÍMICOS E PETROQUÍMICOS NÃO ES;3;N;;;;;;;;;QUANTIQ DISTRIBUIDORA LTDA.;;62.227.509/0029-20;AVENIDA  LADSLAU KARDOS;380  ;;GUARULHOS;7250125;SP;;2;;7409760;360060
150032890;15003769;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-04-28;2008-09-10;2012-09-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24684299044;COMÉRCIO ATACADISTA DE OUTROS PRODUTOS QUÍMICOS E PETROQUÍMICOS NÃO ES;3;N;;;;;;;;;VERQUIMICA COMÉRCIO DE PRODUTOS QUÍMICOS EIRELI;;43.588.060/0001-80;RUA ARMANDINA BRAGA DE ALMEIDA;158  ;;GUARULHOS;7141003;SP;;2;;7408450;345450
150050805;15008560;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-08-17;2017-09-19;2019-09-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22029100478;FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS NÃO ESPECIFICADOS ANTERIORME;0;N;;;;;;;;;ATA ASSESSORIA INDUSTRIA E COMERCIO DE TENSOATIVOS LTDA;;55.420.970/0004-80;ESTRADA VELHA DE BRAGANÇA PAULISTA;1900 ;;MAIRIPORÃ;7664000;SP;;13;;7402350;332850
150050805;15006046;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-08-17;2012-10-01;2014-10-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22029100478;FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS NÃO ESPECIFICADOS ANTERIORME;0;N;;;;;;;;;ATA ASSESSORIA INDUSTRIA E COMERCIO DE TENSOATIVOS LTDA;;55.420.970/0004-80;ESTRADA VELHA DE BRAGANÇA PAULISTA;1900 ;;MAIRIPORÃ;7664000;SP;;13;;7402350;332850
150041392;15003023;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-07-12;2007-08-27;2010-08-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22599302002;"CORTE E DOBRA DE METAIS; SERVIÇO DE";3;N;;;;;;;;;NACIONAL AÇOS INDUSTRIAL LTDA;;17.137.372/0001-67;AVENIDA AMÂNCIO GAIOLLI;1260 ;;GUARULHOS;7251250;SP;;2;;7407878;357900
150087807;15005002;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-10-02;2010-11-29;2014-11-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22599399033;"PERFURAÇÃO EM CHAPAS METÁLICAS; SERVIÇO DE";3;N;;;;;;;;;LEALFER INDÚSTRIA E COMÉRCIO DE AÇO LTDA.;;62.539.994/0001-76;AVENIDA PASCHOAL THOMEU;1608 ;;GUARULHOS;7175090;SP;;2;;7411538;408363
150003809;15006597;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-10-23;2013-09-20;2017-09-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.28610101016;"HOSPITAL; PÚBLICO OU PARTICULAR";;N;;;;;;;;;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO BERNARDO DO CAMPO;;00.000.000/0000-00;RUA SAO JOSE DO PARAISO;100  ;;GUARULHOS;7243550;SP;;2;;;
150090010;15005031;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2010-11-25;2010-12-21;2013-12-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23831999024;SUCATAS DE METAIS FERROSOS E NÃO-FERROSOS (EXCETO DE ALUMÍNIO), RECICL;3;N;;;;;;;;;SANTA ROSA LIGAS METÁLICAS LTDA;;07.609.424/0001-05;AVENIDA  MONTEIRO LOBATO;1667 ;;GUARULHOS;7190000;SP;;2;;7404139;345716
150090010;15008605;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2010-11-25;2017-10-27;2020-10-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23831999024;SUCATAS DE METAIS FERROSOS E NÃO-FERROSOS (EXCETO DE ALUMÍNIO), RECICL;3;N;;;;;;;;;SANTA ROSA LIGAS METÁLICAS LTDA;;07.609.424/0001-05;AVENIDA  MONTEIRO LOBATO;1667 ;;GUARULHOS;7190000;SP;;2;;7404139;345716
150094108;15007503;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-09-15;2015-05-27;2017-04-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24681801003;COMBUSTÍVEIS DERIVADOS DO REFINO DO PETRÓLEO - EXCETO REALIZADO POR TR;;N;;;;;;;;;RAÍZEN S.A.;;00.000.000/0000-00;RODOVIA HÉLIO SMIDT;S/Nº ;;GUARULHOS;7190972;SP;;2;;7406513;347922
150094108;15006318;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-09-15;2013-04-05;2017-04-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24681801003;COMBUSTÍVEIS DERIVADOS DO REFINO DO PETRÓLEO - EXCETO REALIZADO POR TR;;N;;;;;;;;;RAÍZEN S.A.;;00.000.000/0000-00;RODOVIA HÉLIO SMIDT;S/Nº ;;GUARULHOS;7190972;SP;;2;;7406513;347922
10078480;15006761;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-04-02;2013-12-03;2017-12-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22710402011;"TRANSFORMADORES DE FORCA; FABRICAÇÃO DE";3;N;;;;;;;;;HITACHI ENERGY BRASIL LTDA.;;61.074.829/0011-03;AVENIDA MONTEIRO LOBATO;3411 ;;GUARULHOS;7190904;SP;;2;;7404807;347075
150011785;102454;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2000-02-25;2005-01-19;2009-01-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22949299009;"PEÇAS E ACESSÓRIOS NÃO-ELETRICOS, N.E., PARA VEÍCULOS AUTOMOTORES; FAB";3;N;;;;;;;;;TOWER AUTOMOTIVE DO BRASIL LTDA.;;61.142.287/0001-89;AVENIDA  TOWER AUTOMOTIVE;611  ;;ARUJÁ;7400000;SP;;2;;7190000;720000
160064302;16001914;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-08-29;2003-04-10;2005-04-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23812200012;RESÍDUOS PERIGOSOS QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO, G;0;N;;;;;;;;;SILCON AMBIENTAL LTDA;;50.856.251/0002-21;RUA RUZZI;440  ;;MAUÁ;9370850;SP;;2;;7377959;349378
160064302;16002515;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-08-29;2004-07-07;2006-07-07;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23812200012;RESÍDUOS PERIGOSOS QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO, G;0;N;;;;;;;;;SILCON AMBIENTAL LTDA;;50.856.251/0002-21;RUA RUZZI;440  ;;MAUÁ;9370850;SP;;2;;7377959;349378
160015502;16002246;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-10-08;2003-12-29;2008-12-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.25211701001;ARMAZÉNS GERAIS (EMISSÃO DE WARRANT);3;N;;;;;;;;;SANTOS BRASIL LOGÍSTICA S.A.;;58.180.316/0022-17;ESTRADA SADAE TAKAGI;2600 ;;SÃO BERNARDO DO CAMPO;9852070;SP;;2;;;
160015502;16001926;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-10-08;2003-03-13;2007-03-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.25211701001;ARMAZÉNS GERAIS (EMISSÃO DE WARRANT);3;N;;;;;;;;;SANTOS BRASIL LOGÍSTICA S.A.;;58.180.316/0022-17;ESTRADA SADAE TAKAGI;2600 ;;SÃO BERNARDO DO CAMPO;9852070;SP;;2;;;
160049900;16002748;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-10-18;2004-12-13;2009-12-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24682600005;"GÁS ENGARRAFADO; COMÉRCIO ATACADISTA DE";3;N;;;;;;;;;COPA ENERGIA DISTRIBUIDORA DE GAS S.A.;;03.237.583/0086-56;AVENIDA DOUTOR ALBERTO SOARES SAMPAIO;1426 ;;MAUÁ;9380000;SP;;2;;7382826;349246
160064102;16002173;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-10-22;2003-10-27;2006-10-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22071100021;TINTAS, VERNIZES, ESMALTES E LACAS, FABRICAÇÃO DE;3;N;;;;;;;;;BASF S.A.;;48.539.407/0073-92;AVENIDA ANGELO DEMARCHI;123  ;;SÃO BERNARDO DO CAMPO;9844900;SP;;2;;7372715;340627
160064102;16002446;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-10-22;2004-05-17;2007-05-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22071100021;TINTAS, VERNIZES, ESMALTES E LACAS, FABRICAÇÃO DE;3;N;;;;;;;;;BASF S.A.;;48.539.407/0073-92;AVENIDA ANGELO DEMARCHI;123  ;;SÃO BERNARDO DO CAMPO;9844900;SP;;2;;7372715;340627
160132702;16002015;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-01-04;2003-06-09;2006-06-09;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22539002019;"POLIMENTO DE METAIS; SERVIÇO DE";3;S;;;;;;;;;ELETROINOX INDÚSTRIA E COMÉRCIO LTDA - EPP;;05.395.575/0001-74;RUA DOUTOR VITAL BRASIL;1260 ;;SÃO BERNARDO DO CAMPO;9664000;SP;;2;;7382315;335483
160081001;16003247;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-03-26;2005-08-29;2009-08-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22539001005;"USINAGEM (TORNO, FRESA, ETC); SERVIÇO DE";;N;;;;;;;;;MACFER USINAGEM E EQUIPAMENTOS INDUSTRIAIS LTDA.;;61.961.520/0001-55;ESTRADA DOS CASA;5201 ;;SÃO BERNARDO DO CAMPO;9840900;SP;;3;;;
160081001;16002030;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-03-26;2003-06-17;2007-06-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22539001005;"USINAGEM (TORNO, FRESA, ETC); SERVIÇO DE";;N;;;;;;;;;MACFER USINAGEM E EQUIPAMENTOS INDUSTRIAIS LTDA.;;61.961.520/0001-55;ESTRADA DOS CASA;5201 ;;SÃO BERNARDO DO CAMPO;9840900;SP;;3;;;
160023403;16002177;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-05-16;2003-10-30;2007-10-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22229399023;"MANGUEIRAS DE PLÁSTICO (PVC); FABRICAÇÃO DE";3;N;;;;;;;;;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA;;61.064.838/0166-41;RUA MAJOR CARLOS DEL PRETE;1074 ;;SÃO CAETANO DO SUL;9530050;SP;;2;;7300000;670000
160023403;16002563;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-05-16;2004-08-13;2008-08-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22229399023;"MANGUEIRAS DE PLÁSTICO (PVC); FABRICAÇÃO DE";3;N;;;;;;;;;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA;;61.064.838/0166-41;RUA MAJOR CARLOS DEL PRETE;1074 ;;SÃO CAETANO DO SUL;9530050;SP;;2;;7300000;670000
160035603;16002445;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-09-02;2004-05-17;2006-05-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22071100021;TINTAS, VERNIZES, ESMALTES E LACAS, FABRICAÇÃO DE;3;N;;;;;;;;;BASF S.A.;;48.539.407/0073-92;AVENIDA ANGELO DEMARCHI;123  ;;SÃO BERNARDO DO CAMPO;9844900;SP;;2;;7372715;340627
160035603;16002172;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-09-02;2003-10-29;2005-10-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22071100021;TINTAS, VERNIZES, ESMALTES E LACAS, FABRICAÇÃO DE;3;N;;;;;;;;;BASF S.A.;;48.539.407/0073-92;AVENIDA ANGELO DEMARCHI;123  ;;SÃO BERNARDO DO CAMPO;9844900;SP;;2;;7372715;340627
160096203;16003485;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-12-10;2005-11-22;2010-11-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;ATERRO SANITÁRIO MUNICIPAL DE SANTO ANDRÉ - PMSA - SEMASA;;57.604.530/0001-66;RUA FERNANDO COSTA;S/N  ;;SANTO ANDRÉ;9120305;SP;;2;;7380083;348319
160130304;16004268;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-12-09;2006-11-01;2009-11-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22539002016;"PINTURA EM PRODUTOS METÁLICOS; SERVIÇO DE";3;N;;;;;;;;;USIMATIC INDÚSTRIA E COMÉRCIO LTDA;;58.533.514/0003-54;RUA GENERAL BERTOLDO KLINGER;300  ;;SÃO BERNARDO DO CAMPO;9688000;SP;;2;;7381090;337920
160005702;16004984;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-02-16;2007-10-22;2012-10-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800014;POSTO DE ABASTECIMENTO DE VEÍCULOS;0;N;;;;;;;;;POSTO GP-GNV LTDA;;06.085.512/0001-84;RUA GIOVANNI BATTISTA PIRELLI;1789 ;;SANTO ANDRÉ;9111340;SP;;2;;7382145;347974
160005702;16004323;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-02-16;2006-11-28;2011-11-28;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800014;POSTO DE ABASTECIMENTO DE VEÍCULOS;0;N;;;;;;;;;POSTO GP-GNV LTDA;;06.085.512/0001-84;RUA GIOVANNI BATTISTA PIRELLI;1789 ;;SANTO ANDRÉ;9111340;SP;;2;;7382145;347974
160113004;16003870;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-03-08;2006-05-03;2010-05-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22531401003;"FERRO E AÇO FORJADO EM FORMAS E PECAS, N. E.; PRODUÇÃO DE";3;N;;;;;;;;;ESPERANÇA INDÚSTRIA E COMÉRCIO DE FORJADOS LTDA;;05.446.411/0002-00;RUA OSWALDO CRUZ;41   ;;SÃO BERNARDO DO CAMPO;9892250;SP;;2;;7380010;339468
160039405;16005403;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-05-10;2008-03-17;2012-03-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22031200014;"POLICARBONATOS; FABRICAÇÃO DE";3;N;;;;;;;;;PETROPOL INDUSTRIA E COMERCIO DE POLIMEROS LTDA;;07.263.273/0001-78;RUA DOUTOR ULISSES GUIMARAES;798  ;;MAUÁ;9372050;SP;;2;;7379006;350750
160134401;16004596;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-05-16;2007-05-28;2011-05-28;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22229399004;"ARTESANATO EM MATERIAL PLÁSTICO; FABRICAÇÃO DE";3;N;;;;;;;;;TECNOPLÁSTICO BELFANO LTDA;;61.252.185/0001-16;ESTRADA SAMUEL AIZEMBERG;1010 ;;SÃO BERNARDO DO CAMPO;9851550;SP;;2;;7377000;337000
160134401;16003943;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-05-16;2006-06-05;2010-06-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22229399004;"ARTESANATO EM MATERIAL PLÁSTICO; FABRICAÇÃO DE";3;N;;;;;;;;;TECNOPLÁSTICO BELFANO LTDA;;61.252.185/0001-16;ESTRADA SAMUEL AIZEMBERG;1010 ;;SÃO BERNARDO DO CAMPO;9851550;SP;;2;;7377000;337000
160136605;16005685;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-01-06;2008-07-02;2010-07-02;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;MUNDO QUÍMICO INDÚSTRIA E COMÉRCIO LTDA;;53.960.415/0001-73;ESTRADA PARTICULAR FUKUTARO YIDA;1450 ;;SÃO BERNARDO DO CAMPO;9852060;SP;;2;;7375035;337139
160033706;16003925;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-05-04;2006-05-26;2009-05-26;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22311700001;"VIDRO PLANO; FABRICAÇÃO DE";3;N;;;;;;;;;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA;;61.064.838/0091-90;AVENIDA PROSPERIDADE;1180 ;;SÃO CAETANO DO SUL;9550700;SP;;2;;7387695;342230
160033706;16004349;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-05-04;2006-12-05;2009-12-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22311700001;"VIDRO PLANO; FABRICAÇÃO DE";3;N;;;;;;;;;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA;;61.064.838/0091-90;AVENIDA PROSPERIDADE;1180 ;;SÃO CAETANO DO SUL;9550700;SP;;2;;7387695;342230
160017506;16004441;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-05-04;2007-01-25;2010-01-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22311700002;"VIDROS DE SEGURANÇA (LAMINADO OU TEMPERADO); FABRICAÇÃO DE";3;N;;;;;;;;;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA.;;61.064.838/0089-75;RUA RUI BARBOSA;346  ;;MAUÁ;9390000;SP;;2;;7381756;350964
